Iteration(0): 1 context requests, 8000 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 1207.40 ms
Iteration(803): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.52 ms
Iteration(804): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.30 ms
Iteration(805): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.54 ms
Iteration(806): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.54 ms
Iteration(807): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.88 ms
Iteration(808): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.05 ms
Iteration(809): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.50 ms
Iteration(810): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.22 ms
Iteration(811): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.96 ms
Iteration(812): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.44 ms
Iteration(813): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.12 ms
Iteration(814): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.06 ms
Iteration(815): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.84 ms
Iteration(816): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.29 ms
Iteration(817): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.05 ms
Iteration(818): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.93 ms
Iteration(819): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.77 ms
Iteration(820): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.75 ms
Iteration(821): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.72 ms
Iteration(822): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.20 ms
Iteration(823): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.21 ms
Iteration(824): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.71 ms
Iteration(825): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.96 ms
Iteration(826): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.25 ms
Iteration(827): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.79 ms
Iteration(828): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.50 ms
Iteration(829): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.79 ms
Iteration(830): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.35 ms
Iteration(831): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.69 ms
Iteration(832): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.75 ms
Iteration(833): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.49 ms
Iteration(834): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.43 ms
Iteration(835): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.17 ms
Iteration(836): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.67 ms
Iteration(837): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 32.64 ms
Iteration(838): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.81 ms
Iteration(839): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.43 ms
Iteration(840): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.30 ms
Iteration(841): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.89 ms
Iteration(842): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.87 ms
Iteration(843): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.66 ms
Iteration(844): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.34 ms
Iteration(845): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.03 ms
Iteration(846): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.51 ms
Iteration(847): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.46 ms
Iteration(848): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.48 ms
Iteration(849): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.85 ms
Iteration(850): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.39 ms
Iteration(851): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.90 ms
Iteration(852): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.09 ms
Iteration(853): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.34 ms
Iteration(854): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.24 ms
Iteration(855): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.65 ms
Iteration(856): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.46 ms
Iteration(857): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.47 ms
Iteration(858): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.52 ms
Iteration(859): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.85 ms
Iteration(860): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.28 ms
Iteration(861): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.91 ms
Iteration(862): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.16 ms
Iteration(863): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.04 ms
Iteration(864): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.19 ms
Iteration(865): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.89 ms
Iteration(866): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.63 ms
Iteration(867): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.57 ms
Iteration(868): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.13 ms
Iteration(869): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.55 ms
Iteration(870): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.97 ms
Iteration(871): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.23 ms
Iteration(872): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.47 ms
Iteration(873): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.59 ms
Iteration(874): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.61 ms
Iteration(875): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.28 ms
Iteration(876): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.40 ms
Iteration(877): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.97 ms
Iteration(878): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.94 ms
Iteration(879): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.33 ms
Iteration(880): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.66 ms
Iteration(881): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.73 ms
Iteration(882): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.51 ms
Iteration(883): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.82 ms
Iteration(884): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.07 ms
Iteration(885): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.62 ms
Iteration(886): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.63 ms
Iteration(887): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.74 ms
Iteration(888): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.15 ms
